ID,Gender,Age,Occupation,Zip,reviews,min_rating,avr_rating,max_rating
462,M,18-24,self-employed,55416,177,1,3.536723163841808,5
463,M,25-34,executive/managerial,55105,123,1,3.0,5
464,F,18-24,college/grad student,55455,82,1,3.6097560975609757,5
465,M,18-24,unemployed,94523,37,1,3.5405405405405403,5
466,M,25-34,customer service,55405,199,1,4.14070351758794,5
467,F,35-44,clerical/admin,55075,69,1,3.2028985507246377,5
468,F,Under 18,K-12 student,55082,26,1,3.730769230769231,5
469,M,35-44,doctor/health care,55122,49,2,4.326530612244898,5
470,F,Under 18,K-12 student,55068,68,1,3.8088235294117645,5
471,M,35-44,executive/managerial,08904,105,1,3.6285714285714286,5
472,M,35-44,other,55418,45,2,4.022222222222222,5
473,F,18-24,college/grad student,55112,49,1,4.163265306122449,5
474,M,25-34,technician/engineer,92126,318,1,3.380503144654088,5
475,F,25-34,artist,55421,247,1,3.8299595141700404,5
476,M,35-44,other,55127,431,1,3.8375870069605567,5
477,M,35-44,sales/marketing,55410,211,1,3.5829383886255926,5
478,M,50-55,self-employed,55113,46,1,3.869565217391304,5
479,M,25-34,programmer,55042,93,1,3.827956989247312,5
480,F,18-24,college/grad student,55422,107,1,3.411214953271028,5
481,M,45-49,executive/managerial,55115,198,1,3.696969696969697,5
482,M,25-34,sales/marketing,55305,825,1,3.2606060606060607,5
483,M,18-24,programmer,55105,29,1,2.9310344827586206,5
484,F,Under 18,K-12 student,55104,34,1,3.735294117647059,5
485,M,56+,executive/managerial,55042,45,3,4.044444444444444,5
486,M,56+,other,91367,39,2,4.051282051282051,5
487,F,35-44,technician/engineer,55082,50,1,3.34,5
488,M,25-34,programmer,55107,25,1,3.56,5
489,M,18-24,college/grad student,55455,24,1,3.3333333333333335,5
490,M,Under 18,K-12 student,55345,77,1,3.7662337662337664,5
491,M,18-24,college/grad student,56043,25,1,3.68,5
492,M,25-34,programmer,55112,32,2,3.9375,5
493,M,50-55,executive/managerial,55016,158,1,3.848101265822785,5
494,F,35-44,other,17870,191,1,4.157068062827225,5
495,M,18-24,K-12 student,55421,44,1,3.7954545454545454,5
496,M,18-24,college/grad student,55455,119,1,4.294117647058823,5
497,F,25-34,technician/engineer,55412,24,1,3.5833333333333335,5
498,M,35-44,technician/engineer,55113,172,2,3.6511627906976742,5
499,F,25-34,academic/educator,55108,199,1,3.9748743718592965,5
500,F,18-24,artist,55105,101,1,3.633663366336634,5
501,M,25-34,artist,55372,67,1,3.417910447761194,5
502,M,35-44,doctor/health care,55126,24,1,4.083333333333333,5
503,M,35-44,lawyer,73120,29,2,4.448275862068965,5
504,M,25-34,artist,17003,108,1,3.8055555555555554,5
505,M,35-44,technician/engineer,37815,115,2,4.217391304347826,5
506,M,25-34,self-employed,55103-1006,90,1,3.422222222222222,5
507,F,25-34,other,55405,42,1,3.9523809523809526,5
508,M,25-34,programmer,55418,149,1,3.3221476510067114,5
509,M,25-34,artist,55125,723,1,3.3139695712309822,5
510,M,18-24,programmer,55109,99,1,3.8282828282828283,5
511,F,45-49,college/grad student,15232,27,1,3.740740740740741,5
512,M,35-44,other,55379,37,1,3.8378378378378377,5
513,M,25-34,other,55119,156,1,3.1474358974358974,5
514,M,25-34,artist,55113,79,1,4.2025316455696204,5
515,M,25-34,academic/educator,55406,162,2,3.728395061728395,5
516,F,56+,sales/marketing,55033,294,1,2.931972789115646,5
517,F,25-34,sales/marketing,55408,166,1,3.963855421686747,5
518,F,35-44,programmer,75240,253,2,4.3478260869565215,5
519,F,35-44,sales/marketing,55038,45,1,3.3777777777777778,5
520,F,35-44,writer,55104,314,1,3.9363057324840764,5
521,M,56+,executive/managerial,55105,41,1,4.2926829268292686,5
522,M,25-34,programmer,55124,58,1,3.8448275862068964,5
523,M,50-55,executive/managerial,55105,100,2,4.06,5
524,M,18-24,other,91320,1016,1,3.608267716535433,5
525,M,35-44,doctor/health care,19027,40,1,4.025,5
526,M,45-49,technician/engineer,94806,58,3,3.896551724137931,5
527,F,25-34,artist,11201,25,1,4.08,5
528,F,18-24,technician/engineer,83843,580,1,3.3551724137931034,5
529,M,35-44,programmer,92009,122,1,4.19672131147541,5
530,M,25-34,artist,10019,105,1,4.0,5
531,F,18-24,sales/marketing,22206,867,1,3.1591695501730106,5
532,M,25-34,executive/managerial,94301,43,1,3.86046511627907,5
533,M,25-34,programmer,27514,591,1,3.3401015228426396,5
534,M,25-34,scientist,55902,103,1,3.7475728155339807,5
535,M,35-44,doctor/health care,95370,21,1,3.5714285714285716,5
536,M,25-34,writer,01267,210,1,3.942857142857143,5
537,M,45-49,sales/marketing,07704,98,1,4.3061224489795915,5
538,M,56+,self-employed,95407,48,3,4.458333333333333,5
539,M,25-34,artist,55103,132,1,3.9242424242424243,5
540,M,18-24,academic/educator,15213,39,1,3.230769230769231,5
541,F,18-24,college/grad student,5849574,190,1,3.1894736842105265,5
542,M,18-24,college/grad student,78705,34,2,3.764705882352941,5
543,M,25-34,customer service,55057,671,1,4.078986587183309,5
544,M,35-44,programmer,94538,81,1,3.7777777777777777,5
545,M,35-44,technician/engineer,01890,29,1,3.4827586206896552,5
546,F,25-34,other,37211,220,1,3.231818181818182,5
547,M,35-44,programmer,76109,78,1,3.858974358974359,5
548,F,35-44,self-employed,96860,118,1,3.093220338983051,5
549,M,25-34,doctor/health care,53217,1152,1,3.7569444444444446,5
550,M,45-49,farmer,21559,967,1,3.578076525336091,5
551,M,35-44,writer,55116,228,2,3.8201754385964914,5
552,M,50-55,tradesman/craftsman,23456,97,1,3.7628865979381443,5
553,M,25-34,artist,94131,64,1,4.15625,5
554,M,25-34,programmer,94086,43,1,3.511627906976744,5
555,M,18-24,college/grad student,53213,38,2,3.8157894736842106,5
556,F,25-34,homemaker,37221,232,1,3.5,5
557,M,56+,academic/educator,30030,58,2,3.8793103448275863,5
558,M,35-44,writer,55108,291,1,3.6804123711340204,5
559,F,25-34,executive/managerial,60422,21,1,3.0,5
560,M,45-49,scientist,81335,137,2,3.897810218978102,5
561,F,18-24,sales/marketing,64060,36,1,3.7222222222222223,5
562,M,35-44,writer,48083,37,1,3.7027027027027026,5
563,M,25-34,college/grad student,53703,346,1,2.7023121387283235,5
564,M,45-49,academic/educator,49419,50,2,4.0,5
565,M,25-34,self-employed,45242,25,1,3.44,5
566,M,25-34,technician/engineer,92122,534,1,2.6273408239700373,5
567,M,35-44,writer,52570-9634,72,3,4.583333333333333,5
568,F,50-55,technician/engineer,19716,25,2,4.44,5
569,F,18-24,college/grad student,97339,125,1,3.52,5
570,M,25-34,college/grad student,33314,237,1,3.329113924050633,5
571,M,50-55,customer service,95401,146,1,3.7054794520547945,5
572,M,18-24,college/grad student,61801,20,1,3.05,5
573,F,35-44,artist,98119,36,1,3.9722222222222223,5
574,M,25-34,unemployed,90214,21,1,4.095238095238095,5
575,M,25-34,programmer,92130,163,1,3.6564417177914113,5
576,F,45-49,scientist,20910,57,1,3.6666666666666665,5
577,M,35-44,other,02115,158,1,4.487341772151899,5
578,M,18-24,technician/engineer,90064,28,2,3.9642857142857144,5
579,M,25-34,customer service,32839,69,1,3.8550724637681157,5
580,M,Under 18,K-12 student,08534,46,1,3.347826086956522,5
581,M,50-55,sales/marketing,73543,48,1,3.6666666666666665,5
582,M,18-24,college/grad student,67042,78,1,4.282051282051282,5
583,F,25-34,other,48067,174,1,4.040229885057471,5
584,F,25-34,other,94403,38,3,4.2894736842105265,5
585,M,18-24,academic/educator,53703,148,1,3.4662162162162162,5
586,M,35-44,sales/marketing,53092,35,3,4.485714285714286,5
587,M,25-34,writer,92649,385,1,3.0077922077922077,5
588,F,25-34,lawyer,23220,453,1,4.057395143487859,5
589,M,18-24,artist,90210,27,1,4.0,5
590,F,35-44,doctor/health care,98032,166,1,4.13855421686747,5
591,M,25-34,other,76201,242,1,3.231404958677686,5
592,M,18-24,other,92103,23,3,4.391304347826087,5
593,F,50-55,academic/educator,91711,106,1,3.641509433962264,5
594,F,56+,retired,60076,159,1,4.29559748427673,5
595,M,25-34,executive/managerial,10019,100,2,3.95,5
596,F,25-34,academic/educator,01950,42,1,2.9523809523809526,5
597,M,35-44,programmer,80206,57,3,4.473684210526316,5
598,M,35-44,executive/managerial,95476,38,1,3.3157894736842106,5
599,M,50-55,doctor/health care,53711,27,1,3.8518518518518516,5
600,M,35-44,technician/engineer,66209,23,1,3.652173913043478,5
601,F,18-24,writer,06320,373,1,3.1501340482573728,5
602,F,56+,doctor/health care,14612,154,1,3.396103896103896,5
603,F,25-34,doctor/health care,32256,63,1,3.5238095238095237,5
604,M,45-49,technician/engineer,32256,287,1,3.0940766550522647,5
605,F,18-24,college/grad student,44425,122,1,4.049180327868853,5
606,F,Under 18,K-12 student,49507,33,2,4.03030303030303,5
607,M,25-34,other,43614,25,2,4.16,5
608,M,18-24,college/grad student,18011,170,1,3.1882352941176473,5
609,M,25-34,executive/managerial,10012,52,3,4.346153846153846,5
610,M,25-34,college/grad student,77025,126,1,3.484126984126984,5
611,M,35-44,other,20715,132,2,3.9393939393939394,5
612,M,50-55,executive/managerial,95020,50,1,3.5,5
613,M,35-44,writer,10562,106,1,3.5849056603773586,5
614,M,35-44,academic/educator,90024,54,1,3.8333333333333335,5
615,M,50-55,technician/engineer,32951,94,2,4.127659574468085,5
616,M,25-34,executive/managerial,94115,44,2,3.9545454545454546,5
617,F,25-34,executive/managerial,92117,23,3,4.086956521739131,5
618,M,25-34,other,74105,45,1,3.0,5
619,F,18-24,academic/educator,94706,22,2,3.909090909090909,5
620,M,18-24,other,13210,179,1,3.3240223463687153,5
621,M,18-24,college/grad student,93560,240,1,3.0416666666666665,5
622,M,25-34,other,92612,57,2,3.912280701754386,5
623,M,25-34,technician/engineer,60555,172,1,4.226744186046512,5
624,M,25-34,academic/educator,75207,372,1,3.6801075268817205,5
625,F,35-44,programmer,44106,45,1,4.0,5
626,M,18-24,college/grad student,77005,72,1,4.055555555555555,5
627,M,50-55,artist,97210,32,1,3.5625,5
628,F,35-44,other,20715,52,1,3.9038461538461537,5
629,F,Under 18,K-12 student,48154,237,1,3.371308016877637,5
630,F,35-44,sales/marketing,80525,118,2,4.254237288135593,5
631,M,35-44,technician/engineer,28601,312,1,3.7948717948717947,5
632,M,45-49,technician/engineer,07649,34,2,3.7941176470588234,5
633,M,25-34,technician/engineer,94131,43,1,3.5813953488372094,5
634,F,Under 18,K-12 student,49512,67,1,4.014925373134329,5
635,M,56+,technician/engineer,33785,177,1,4.3107344632768365,5
636,M,18-24,writer,92055,86,2,4.058139534883721,5
637,M,35-44,programmer,97132,377,1,3.7559681697612732,5
638,M,25-34,doctor/health care,77584,114,1,4.175438596491228,5
639,M,45-49,technician/engineer,85202,400,1,3.705,5
640,M,18-24,college/grad student,47406,21,1,4.333333333333333,5
641,F,35-44,other,55116,121,1,4.008264462809917,5
642,F,35-44,academic/educator,78155,27,1,4.111111111111111,5
643,M,25-34,artist,23188,70,1,2.7142857142857144,5
644,M,25-34,writer,93704,108,1,3.1203703703703702,5
645,M,35-44,writer,11215,44,2,4.4772727272727275,5
646,M,35-44,executive/managerial,08505,254,1,3.8031496062992125,5
647,M,35-44,programmer,85224,231,1,3.103896103896104,5
648,F,25-34,programmer,94131,177,1,3.7231638418079096,5
649,M,25-34,college/grad student,80526,71,1,3.6619718309859155,5
650,M,25-34,technician/engineer,49445,38,1,3.8947368421052633,5
651,M,35-44,executive/managerial,20895,478,1,3.6129707112970713,5
652,M,18-24,writer,12222,132,1,2.8863636363636362,5
653,M,56+,retired,92660,21,2,4.142857142857143,5
654,M,50-55,executive/managerial,75023,185,1,3.4324324324324325,5
655,F,25-34,artist,92629,412,1,2.733009708737864,5
656,F,45-49,self-employed,92106,177,1,3.8700564971751414,5
657,F,50-55,retired,34691,59,2,4.016949152542373,5
658,F,25-34,other,10021,93,1,3.096774193548387,5
659,F,25-34,other,28134,110,1,3.7,5
660,M,45-49,self-employed,70507,703,1,3.0170697012802274,5
661,M,45-49,academic/educator,13114,71,3,4.647887323943662,5
662,M,18-24,college/grad student,99163,127,1,3.141732283464567,5
663,F,25-34,executive/managerial,12345,112,1,3.580357142857143,5
664,M,35-44,tradesman/craftsman,74601,158,1,4.025316455696203,5
665,M,18-24,artist,13317,20,1,3.5,5
666,F,18-24,other,08540,103,2,3.8932038834951457,5
667,M,25-34,tradesman/craftsman,98438,171,1,3.0935672514619883,5
668,F,25-34,clerical/admin,22042,36,1,3.5833333333333335,5
669,M,25-34,technician/engineer,30307,419,1,3.847255369928401,5
670,M,25-34,programmer,30303,90,1,3.2444444444444445,5
671,M,18-24,college/grad student,61761,135,3,4.2592592592592595,5
672,M,35-44,executive/managerial,46845,47,1,3.872340425531915,5
673,M,25-34,writer,10023,403,1,3.13151364764268,5
674,M,25-34,technician/engineer,22042,79,2,4.2784810126582276,5
675,M,25-34,writer,02048,42,1,3.3095238095238093,5
676,M,18-24,self-employed,55129,390,1,3.128205128205128,5
677,M,50-55,artist,94122,205,1,3.892682926829268,5
678,M,25-34,other,34952,999,1,3.6776776776776776,5
679,M,35-44,self-employed,29681,82,2,3.926829268292683,5
680,M,25-34,programmer,37013,35,2,3.5714285714285716,5
681,M,35-44,executive/managerial,30501,38,2,4.2368421052631575,5
682,M,25-34,college/grad student,27510,75,3,4.733333333333333,5
683,M,25-34,college/grad student,27514,29,1,3.586206896551724,5
684,M,25-34,college/grad student,27510,38,2,3.8947368421052633,5
685,M,25-34,college/grad student,27514,140,1,3.2357142857142858,5
686,M,18-24,college/grad student,27514,27,2,3.7777777777777777,5
687,F,25-34,executive/managerial,14136,316,1,3.4873417721518987,5
688,M,56+,retired,13407,36,2,3.75,5
689,F,50-55,other,48103,135,1,3.3925925925925924,5
690,M,25-34,programmer,90717,180,1,4.311111111111111,5
691,M,35-44,lawyer,96813,103,2,4.174757281553398,5
692,F,25-34,other,85207,631,1,3.8240887480190175,5
693,M,35-44,programmer,98103,70,1,3.8857142857142857,5
694,M,18-24,college/grad student,76401,40,1,3.625,5
695,F,18-24,academic/educator,04240,191,1,3.513089005235602,5
696,M,25-34,programmer,94114,401,1,3.802992518703242,5
697,F,50-55,doctor/health care,97330,125,1,3.8,5
698,M,18-24,college/grad student,76401,270,1,3.551851851851852,5
699,M,18-24,other,73505,674,1,3.0534124629080117,5
700,M,50-55,technician/engineer,14650,32,1,3.875,5
701,F,18-24,college/grad student,01002,82,1,3.5,5
702,M,35-44,executive/managerial,90808,479,1,3.3027139874739038,5
703,F,56+,academic/educator,44074,20,2,4.1,5
704,F,35-44,farmer,85712,74,1,3.081081081081081,5
705,M,25-34,college/grad student,48065,132,1,3.371212121212121,5
706,M,35-44,writer,78664,151,1,3.556291390728477,5
707,M,35-44,executive/managerial,17740,52,2,3.6153846153846154,5
708,M,25-34,other,37042,20,1,3.85,5
709,M,18-24,other,92647,82,1,2.8292682926829267,5
710,M,25-34,writer,85207,885,1,3.4271186440677965,5
711,M,25-34,tradesman/craftsman,80521,143,1,4.0,5
712,M,25-34,other,95136,282,1,3.475177304964539,5
713,M,35-44,executive/managerial,79912,242,1,3.446280991735537,5
714,M,18-24,college/grad student,76013,422,1,4.1635071090047395,5
715,M,18-24,other,53715,98,1,3.8877551020408165,5
716,M,18-24,college/grad student,98188,392,1,4.198979591836735,5
717,M,25-34,lawyer,90211,39,2,3.1538461538461537,5
718,M,18-24,artist,90211,169,1,3.775147928994083,5
719,M,Under 18,other,75070,28,1,3.5,5
720,M,18-24,other,55129,233,1,2.9098712446351933,5
721,F,35-44,homemaker,97520,666,1,3.551051051051051,5
722,M,25-34,programmer,55106,55,1,3.909090909090909,5
723,M,25-34,programmer,98027,24,2,3.8333333333333335,5
724,M,50-55,retired,90266,157,1,3.643312101910828,5
725,M,56+,lawyer,08904,81,1,4.197530864197531,5
726,F,25-34,homemaker,77449,73,1,3.9315068493150687,5
727,M,35-44,lawyer,94061,249,1,3.6987951807228914,5
728,M,25-34,doctor/health care,11598,167,1,3.311377245508982,5
729,M,35-44,programmer,85284,146,1,3.5273972602739727,5
730,M,25-34,other,10580,53,1,3.7735849056603774,5
731,M,45-49,clerical/admin,55410,642,1,3.778816199376947,5
732,M,25-34,executive/managerial,07030,175,1,3.4285714285714284,5
733,M,35-44,self-employed,30034,117,1,4.05982905982906,5
734,M,25-34,executive/managerial,90078,44,1,3.727272727272727,5
735,M,25-34,sales/marketing,04240,393,1,3.590330788804071,5
736,M,18-24,programmer,07070,114,1,3.9298245614035086,5
737,M,Under 18,unemployed,53711,217,1,3.5668202764976957,5
738,M,18-24,technician/engineer,99205,33,1,3.303030303030303,5
739,M,35-44,programmer,55803,127,2,4.354330708661418,5
740,M,25-34,sales/marketing,24551,37,3,4.243243243243243,5
741,M,25-34,customer service,44095,77,1,3.324675324675325,5
742,M,18-24,other,54758,42,2,3.9523809523809526,5
743,F,Under 18,artist,60660,149,1,3.38255033557047,5
744,M,25-34,technician/engineer,77007,297,1,3.3703703703703702,5
745,M,Under 18,K-12 student,90004,25,1,2.64,5
746,F,18-24,unemployed,95019,424,1,2.634433962264151,5
747,M,18-24,college/grad student,98606,32,2,3.59375,5
748,M,25-34,other,60098,81,1,3.9753086419753085,5
749,M,35-44,tradesman/craftsman,56303,459,1,3.3246187363834423,5
750,F,35-44,homemaker,13066,56,3,4.321428571428571,5
751,F,25-34,technician/engineer,97201,25,1,3.88,5
752,F,25-34,clerical/admin,97401,1024,1,2.8291015625,5
753,M,Under 18,K-12 student,42754,218,2,3.7752293577981653,5
754,M,35-44,executive/managerial,38024,157,1,3.7770700636942673,5
755,F,35-44,other,94002,126,2,4.111111111111111,5
756,M,35-44,other,90064,35,1,3.9714285714285715,5
757,M,25-34,programmer,97401,465,1,3.225806451612903,5
758,M,35-44,executive/managerial,19518,29,2,4.0,5
759,F,56+,clerical/admin,89156,97,1,3.5876288659793816,5
760,M,56+,scientist,94114,64,1,4.265625,5
761,M,18-24,executive/managerial,99945,20,3,4.55,5
762,M,Under 18,K-12 student,63041,46,1,3.717391304347826,5
763,M,18-24,K-12 student,02882,26,2,3.730769230769231,5
764,M,18-24,writer,85296,139,2,4.525179856115108,5
765,M,25-34,technician/engineer,74467,402,1,3.574626865671642,5
766,F,25-34,executive/managerial,95128,47,2,3.9361702127659575,5
767,M,25-34,programmer,45241,170,1,4.023529411764706,5
768,M,25-34,programmer,17067,48,2,4.4375,5
769,M,45-49,technician/engineer,02421,67,1,3.8208955223880596,5
770,M,18-24,college/grad student,98499,759,1,2.935441370223979,5
771,F,50-55,academic/educator,75087,26,3,3.769230769230769,5
772,M,18-24,programmer,89118,98,1,3.479591836734694,5
773,M,25-34,doctor/health care,48108,49,2,3.5918367346938775,5
774,M,18-24,college/grad student,22903,224,1,3.2142857142857144,5
775,M,Under 18,technician/engineer,56258,23,1,4.0,5
776,F,25-34,clerical/admin,92627,103,1,3.766990291262136,5
777,M,18-24,unemployed,87543,502,1,2.5796812749003983,5
778,M,18-24,technician/engineer,32694,163,1,3.785276073619632,5
779,M,25-34,other,60156,48,2,3.3333333333333335,5
780,M,25-34,technician/engineer,91776,512,1,3.45703125,5
781,M,18-24,college/grad student,95076,234,1,3.1709401709401708,5
782,M,56+,academic/educator,28223,23,2,3.4347826086956523,5
783,M,25-34,college/grad student,53703,119,1,3.5210084033613445,5
784,M,18-24,other,11040,30,1,4.066666666666666,5
785,M,18-24,unemployed,29307,106,1,3.2358490566037736,5
786,M,25-34,other,55987,63,1,4.063492063492063,5
787,M,18-24,college/grad student,77802,117,1,3.58974358974359,5
788,M,25-34,other,37601,196,1,3.5255102040816326,5
789,M,18-24,academic/educator,67212,115,1,2.9043478260869566,5
790,M,25-34,technician/engineer,45694,23,2,4.3478260869565215,5
791,M,35-44,executive/managerial,27511,328,1,3.966463414634146,5
792,M,25-34,technician/engineer,01002,87,2,3.4597701149425286,5
793,F,35-44,sales/marketing,37043,150,1,3.486666666666667,5
794,M,50-55,writer,10543,43,1,3.953488372093023,5
795,F,35-44,sales/marketing,19147,149,1,3.442953020134228,5
